username,id,created_at,name,verified,profile_image_url,description,protected,location,url,public_metrics.followers_count,public_metrics.following_count,public_metrics.tweet_count,public_metrics.listed_count,entities.url.urls,entities.description.hashtags,entities.description.urls,pinned_tweet_id,entities.description.mentions
RogerMarshallMD,1240107944,2013-03-03T23:50:35.000Z,Dr. Roger Marshall,True,https://pbs.twimg.com/profile_images/1460999008453861383/l50MDUN__normal.jpg,"Husband, father, grandfather, doctor, and U.S. Senator for Kansas.",False,"Great Bend, KS",,42594,1242,7512,715,,,,1570876080395026432,
RepCardenas,1222257180,2013-02-26T16:12:35.000Z,Rep. Tony Cárdenas,True,https://pbs.twimg.com/profile_images/1404838699351916549/pRKqbnNY_normal.jpg,"Husband, father and grandfather. Proud to represent #CA29 - the San Fernando Valley - in The People’s House. Member of @EnergyCommerce @HispanicCaucus",False,"San Fernando Valley, CA",https://t.co/0oY9DDFzHr,26914,3171,10712,968,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0oY9DDFzHr', 'expanded_url': 'https://cardenas.house.gov', 'display_url': 'cardenas.house.gov'}]","[{'start': 52, 'end': 57, 'tag': 'CA29'}]",,,"[{'start': 119, 'end': 134, 'username': 'EnergyCommerce'}, {'start': 135, 'end': 150, 'username': 'HispanicCaucus'}]"
SteveScalise,1209417007,2013-02-22T18:10:47.000Z,Steve Scalise,True,https://pbs.twimg.com/profile_images/744267613841260544/GdM7XCZM_normal.jpg,House Republican Whip. Dad. LSU & Saints fan. Proudly representing Louisiana’s First District.,False,"Jefferson, LA",https://t.co/hsJvSwvUBc,502231,1284,14306,2896,"[{'start': 0, 'end': 23, 'url': 'https://t.co/hsJvSwvUBc', 'expanded_url': 'http://www.republicanwhip.gov', 'display_url': 'republicanwhip.gov'}]",,,,
RepMarkPocan,1206227149,2013-02-21T22:59:04.000Z,Rep. Mark Pocan,True,https://pbs.twimg.com/profile_images/1039192566044999682/TNyedeNK_normal.jpg,"Honored to serve the people of Wisconsin's 2nd District. 

Co-Chair of @Labor_Caucus & @LGBTEqCaucus 🏳️‍🌈
Member of @AppropsDems & @EdLaborCmte

He/Him/His",False,"Madison, WI",https://t.co/sNCZBopI7U,113649,6140,12007,1473,"[{'start': 0, 'end': 23, 'url': 'https://t.co/sNCZBopI7U', 'expanded_url': 'http://pocan.house.gov', 'display_url': 'pocan.house.gov'}]",,,,"[{'start': 71, 'end': 84, 'username': 'Labor_Caucus'}, {'start': 87, 'end': 100, 'username': 'LGBTEqCaucus'}, {'start': 116, 'end': 128, 'username': 'AppropsDems'}, {'start': 131, 'end': 143, 'username': 'EdLaborCmte'}]"
RepDonaldPayne,1155335864,2013-02-06T22:52:35.000Z,Rep. Donald Payne Jr,True,https://pbs.twimg.com/profile_images/1572693812094418945/7jFPzcy-_normal.jpg,The NRA gave me an F because I want to end gun violence. Father of triplets. Son of Newark. Proudly serving New Jersey's 10th Congressional District.,False,"Newark, NJ",https://t.co/0PuXhqknE7,30092,1207,7708,804,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0PuXhqknE7', 'expanded_url': 'http://payne.house.gov', 'display_url': 'payne.house.gov'}]",,,,
RepDWStweets,1140648348,2013-02-01T20:31:25.000Z,Rep. Debbie Wasserman Schultz,True,https://pbs.twimg.com/profile_images/1217104542837460992/1CZNbVP9_normal.png,U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.,False,Weston & Washington,http://t.co/L7PfQxOrER,19731,2372,7145,768,"[{'start': 0, 'end': 22, 'url': 'http://t.co/L7PfQxOrER', 'expanded_url': 'http://wassermanschultz.house.gov/', 'display_url': 'wassermanschultz.house.gov'}]",,,,
RepScottPeters,1135486501,2013-01-30T23:28:14.000Z,Rep. Scott Peters,True,https://pbs.twimg.com/profile_images/1150789408318091265/SurWDpFr_normal.png,"Proudly serving #CA52 & the U.S. Constitution

@EnergyCommerce
@HouseBudgetDems
@JECDems
@NewDemCoalition

#science #climate #vets #border #natsec #tourism",False,"San Diego, Poway, Coronado",https://t.co/QwiMqbMxjX,30141,1139,13249,1045,"[{'start': 0, 'end': 23, 'url': 'https://t.co/QwiMqbMxjX', 'expanded_url': 'http://scottpeters.house.gov', 'display_url': 'scottpeters.house.gov'}]","[{'start': 16, 'end': 21, 'tag': 'CA52'}, {'start': 107, 'end': 115, 'tag': 'science'}, {'start': 116, 'end': 124, 'tag': 'climate'}, {'start': 125, 'end': 130, 'tag': 'vets'}, {'start': 131, 'end': 138, 'tag': 'border'}, {'start': 139, 'end': 146, 'tag': 'natsec'}, {'start': 147, 'end': 155, 'tag': 'tourism'}]",,,"[{'start': 47, 'end': 62, 'username': 'EnergyCommerce'}, {'start': 63, 'end': 79, 'username': 'HouseBudgetDems'}, {'start': 80, 'end': 88, 'username': 'JECDems'}, {'start': 89, 'end': 105, 'username': 'NewDemCoalition'}]"
RepDavidValadao,1128514404,2013-01-28T16:19:14.000Z,Rep. David Valadao,True,https://pbs.twimg.com/profile_images/1346859792107757569/qQmpUvUZ_normal.jpg,Proudly Representing California's 21st Congressional District.,False,"Hanford, California",http://t.co/qjFJoAGl,22627,473,1833,710,"[{'start': 0, 'end': 20, 'url': 'http://t.co/qjFJoAGl', 'expanded_url': 'http://Valadao.House.Gov', 'display_url': 'Valadao.House.Gov'}]",,,,
MartinHeinrich,1099199839,2013-01-17T20:24:19.000Z,Martin Heinrich,True,https://pbs.twimg.com/profile_images/1091387172282867718/pNhlcC9I_normal.jpg,"U.S. Senator for NM | Husband, dad, recovering engineer. Constantly seeking climate action, a fair shot for all New Mexicans, and the best elk adovada recipes.",False,,https://t.co/97adkYcq3x,212187,694,10866,2120,"[{'start': 0, 'end': 23, 'url': 'https://t.co/97adkYcq3x', 'expanded_url': 'http://heinrich.senate.gov', 'display_url': 'heinrich.senate.gov'}]",,,,
SenatorRisch,1096059529,2013-01-16T18:58:23.000Z,Jim Risch,True,https://pbs.twimg.com/profile_images/1512466997719748623/PtqIAZl6_normal.jpg,U.S. Senator for Idaho,False,Boise,https://t.co/HxDW7jRi0X,114864,447,4112,1873,"[{'start': 0, 'end': 23, 'url': 'https://t.co/HxDW7jRi0X', 'expanded_url': 'http://risch.senate.gov', 'display_url': 'risch.senate.gov'}]",,,,
RepCheri,1092979962,2013-01-15T19:15:03.000Z,Rep. Cheri Bustos,True,https://pbs.twimg.com/profile_images/877925390517403648/e6agUl46_normal.jpg,"Serving Illinois’ 17th District. Former reporter working in Congress #ForThePeople. Athlete, wife and mother of three sons. Facebook & Instagram: RepCheri.",False,"Illinois & Washington, D.C.",https://t.co/o22FqkWab3,34950,4340,8177,1159,"[{'start': 0, 'end': 23, 'url': 'https://t.co/o22FqkWab3', 'expanded_url': 'http://bustos.house.gov', 'display_url': 'bustos.house.gov'}]","[{'start': 69, 'end': 82, 'tag': 'ForThePeople'}]",,,
RepRaulRuizMD,1089859058,2013-01-14T18:58:43.000Z,Raul Ruiz,True,https://pbs.twimg.com/profile_images/1276632555903692801/c9zUXgqj_normal.jpg,Emergency medicine physician and public servant. Proudly serving California's 36th Congressional District. @HispanicCaucus Chairman.,False,,https://t.co/o3UFikqOAR,29168,265,5093,848,"[{'start': 0, 'end': 23, 'url': 'https://t.co/o3UFikqOAR', 'expanded_url': 'http://www.ruiz.house.gov', 'display_url': 'ruiz.house.gov'}]",,,1557548389516066816,"[{'start': 107, 'end': 122, 'username': 'HispanicCaucus'}]"
RepAndyBarr,1089334250,2013-01-14T15:29:49.000Z,Rep. Andy Barr,True,https://pbs.twimg.com/profile_images/648576649143943169/DGzR6q1Q_normal.jpg,KY-06 District Congressman & Member of House Foreign Affairs & Financial Services Committees.,False,"Lexington, KY",https://t.co/YesFCgXuSG,29430,1239,6118,836,"[{'start': 0, 'end': 23, 'url': 'https://t.co/YesFCgXuSG', 'expanded_url': 'https://barr.house.gov/coronavirus-updates', 'display_url': 'barr.house.gov/coronavirus-up…'}]",,,,
SenatorSinema,1080844782,2013-01-11T20:31:03.000Z,Kyrsten Sinema,True,https://pbs.twimg.com/profile_images/1034130772406353921/X0F2Al0E_normal.jpg,"Official Twitter feed of U.S. Senator Kyrsten Sinema, serving Arizona.",False,,https://t.co/WrlaMe6YPs,189927,729,16026,2242,"[{'start': 0, 'end': 23, 'url': 'https://t.co/WrlaMe6YPs', 'expanded_url': 'http://sinema.senate.gov', 'display_url': 'sinema.senate.gov'}]",,,,
RepBillFoster,1080509366,2013-01-11T18:17:11.000Z,Congressman Bill Foster,True,https://pbs.twimg.com/profile_images/1403381378226479110/_6l3na22_normal.jpg,Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois,False,"Naperville, IL",https://t.co/MUUnxZciRU,50468,1847,7364,1001,"[{'start': 0, 'end': 23, 'url': 'https://t.co/MUUnxZciRU', 'expanded_url': 'http://foster.house.gov', 'display_url': 'foster.house.gov'}]",,,,
RepRWilliams,1077446982,2013-01-10T19:21:22.000Z,Rep. Roger Williams,True,https://pbs.twimg.com/profile_images/436164065665093632/aealPAUa_normal.jpeg,"Conservative fighting for lower taxes, less regulations and more freedom for Texans. Honored to serve TX-25. Member of @FinancialCmte and @HSBCgop",False,Central Texas,https://t.co/xK2aLlgrTl,17865,869,7652,755,"[{'start': 0, 'end': 23, 'url': 'https://t.co/xK2aLlgrTl', 'expanded_url': 'https://williams.house.gov/', 'display_url': 'williams.house.gov'}]",,,,"[{'start': 119, 'end': 133, 'username': 'FinancialCmte'}, {'start': 138, 'end': 146, 'username': 'HSBCgop'}]"
RepLoisFrankel,1077121945,2013-01-10T16:58:38.000Z,Rep. Lois Frankel,True,https://pbs.twimg.com/profile_images/1096443852985122817/N-xXEwbj_normal.png,Representative from Florida's 21st Congressional District. Co-Chair of @DemWomenCaucus. Follow me on Facebook & Instagram @ RepLoisFrankel,False,,https://t.co/uvPyqUkiCF,33326,1652,11014,1072,"[{'start': 0, 'end': 23, 'url': 'https://t.co/uvPyqUkiCF', 'expanded_url': 'https://frankel.house.gov/', 'display_url': 'frankel.house.gov'}]",,,1555286328236990465,"[{'start': 71, 'end': 86, 'username': 'DemWomenCaucus'}]"
SenatorBaldwin,1074518754,2013-01-09T18:29:44.000Z,Sen. Tammy Baldwin,True,https://pbs.twimg.com/profile_images/1557799702690676737/2nPy1xUY_normal.jpg,"Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",False,"Washington, D.C.",https://t.co/hRwuiKlm6y,150188,2715,18168,2582,"[{'start': 0, 'end': 23, 'url': 'https://t.co/hRwuiKlm6y', 'expanded_url': 'http://www.baldwin.senate.gov/', 'display_url': 'baldwin.senate.gov'}]",,,,
SenTedCruz,1074480192,2013-01-09T18:11:37.000Z,Senator Ted Cruz,True,https://pbs.twimg.com/profile_images/1100507943458484236/KICyvXVn_normal.jpg,Representing the State of Texas in the United States Senate.,False,"Houston, Texas",https://t.co/9HWCyvsTvJ,2806947,5485,20056,11262,"[{'start': 0, 'end': 23, 'url': 'https://t.co/9HWCyvsTvJ', 'expanded_url': 'http://cruz.senate.gov', 'display_url': 'cruz.senate.gov'}]",,,,
RepVeasey,1074129612,2013-01-09T15:49:27.000Z,Rep. Marc Veasey,True,https://pbs.twimg.com/profile_images/1298674593037799425/XP6TFaNF_normal.jpg,Represent Dallas-Fort Worth | Assistant Whip | @energycommerce | @HASCDemocrats | #GunViolencePrevention Taskforce Whip | Voting Rights Caucus + @bluecollardems,False,"Dallas-Fort Worth, Texas",https://t.co/o4DuQsMYT7,33415,3290,6614,968,"[{'start': 0, 'end': 23, 'url': 'https://t.co/o4DuQsMYT7', 'expanded_url': 'https://veasey.house.gov/', 'display_url': 'veasey.house.gov'}]","[{'start': 82, 'end': 104, 'tag': 'GunViolencePrevention'}]",,1558129179153006594,"[{'start': 47, 'end': 62, 'username': 'energycommerce'}, {'start': 65, 'end': 79, 'username': 'HASCDemocrats'}, {'start': 145, 'end': 160, 'username': 'bluecollardems'}]"
RepSeanMaloney,1072467470,2013-01-09T01:00:33.000Z,Sean Patrick Maloney,True,https://pbs.twimg.com/profile_images/954056209216176128/0--KKfKn_normal.jpg,Representing NY’s 18th Cong’l Dist. Husband & dad w/ 3 amazing kids. Goal is to remain adult in Washington. Working on Intel to keep USA safe & free. 🇺🇸🏳️‍🌈,False,"Cold Spring, NY",https://t.co/pZSONyfxXK,136779,2179,8631,1348,"[{'start': 0, 'end': 23, 'url': 'https://t.co/pZSONyfxXK', 'expanded_url': 'https://www.instagram.com/repseanpatrickmaloney/', 'display_url': 'instagram.com/repseanpatrick…'}]",,,,
RepChrisStewart,1072008757,2013-01-08T21:08:19.000Z,Rep. Chris Stewart,True,https://pbs.twimg.com/profile_images/1181203802491359233/8699jKWK_normal.jpg,"Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence & Appropriations Committees. 

https://t.co/GUW6weAva6",False,Utah and DC,http://stewart.house.gov,42744,448,5118,960,"[{'start': 0, 'end': 24, 'url': 'http://stewart.house.gov'}]",,"[{'start': 119, 'end': 142, 'url': 'https://t.co/GUW6weAva6', 'expanded_url': 'http://facebook.com/RepChrisStewart', 'display_url': 'facebook.com/RepChrisStewart'}]",,
RepSchneider,1071840474,2013-01-08T19:59:14.000Z,Rep. Brad Schneider,True,https://pbs.twimg.com/profile_images/1484193405039046663/AT0qFLQB_normal.jpg,Proud to represent the people of Illinois's 10th Congressional District,False,Illinois,https://t.co/1CVzwkHzLe,19410,1047,6095,763,"[{'start': 0, 'end': 23, 'url': 'https://t.co/1CVzwkHzLe', 'expanded_url': 'http://schneider.house.gov', 'display_url': 'schneider.house.gov'}]",,,,
SenatorFischer,1071402577,2013-01-08T16:49:07.000Z,Senator Deb Fischer,True,https://pbs.twimg.com/profile_images/816319022182649860/pev9bNlJ_normal.jpg,United States Senator for Nebraska,False,,https://t.co/RpXZdHnbXu,103225,203,7887,1929,"[{'start': 0, 'end': 23, 'url': 'https://t.co/RpXZdHnbXu', 'expanded_url': 'http://fischer.senate.gov', 'display_url': 'fischer.senate.gov'}]",,,1508569755703250947,
RepHuffman,1071102246,2013-01-08T14:52:00.000Z,Rep. Jared Huffman,True,https://pbs.twimg.com/profile_images/651435990100279296/5lQBk2Ut_normal.png,Congressman for California's North Coast. On Facebook at https://t.co/QA1MSke01S.,False,California's North Coast,https://t.co/aZ2IX5blgB,44740,1036,5496,1032,"[{'start': 0, 'end': 23, 'url': 'https://t.co/aZ2IX5blgB', 'expanded_url': 'http://huffman.house.gov', 'display_url': 'huffman.house.gov'}]",,"[{'start': 57, 'end': 80, 'url': 'https://t.co/QA1MSke01S', 'expanded_url': 'http://facebook.com/RepHuffman', 'display_url': 'facebook.com/RepHuffman'}]",,
RepLaMalfa,1069124515,2013-01-07T20:07:58.000Z,Rep. Doug LaMalfa,True,https://pbs.twimg.com/profile_images/532998035416969216/vtCyv9Ze_normal.jpeg,"Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties",False,Northern California,http://t.co/zhUYypSZHQ,26362,1025,2240,827,"[{'start': 0, 'end': 22, 'url': 'http://t.co/zhUYypSZHQ', 'expanded_url': 'http://LaMalfa.house.gov', 'display_url': 'LaMalfa.house.gov'}]",,,,
SenAngusKing,1068481578,2013-01-07T14:52:27.000Z,Senator Angus King,True,https://pbs.twimg.com/profile_images/1545405579954454529/tsDKVj8h_normal.jpg,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.,False,,https://t.co/ivIJPeT1qJ,254205,567,5986,2221,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ivIJPeT1qJ', 'expanded_url': 'http://king.senate.gov', 'display_url': 'king.senate.gov'}]",,,,
RepMullin,1060370282,2013-01-04T12:43:55.000Z,Markwayne Mullin,True,https://pbs.twimg.com/profile_images/1507403689350336527/70QhTjpi_normal.jpg,Father of six. Small business owner. Honored to represent Oklahoma’s conservative values in Congress.,False,Oklahoma,https://t.co/oeHmtCk9FJ,37331,806,5573,855,"[{'start': 0, 'end': 23, 'url': 'https://t.co/oeHmtCk9FJ', 'expanded_url': 'http://www.mullin.house.gov', 'display_url': 'mullin.house.gov'}]",,,1527056698040516608,
RepDerekKilmer,1058917562,2013-01-03T22:15:02.000Z,Rep. Derek Kilmer,True,https://pbs.twimg.com/profile_images/1184144961215840256/4YG5c1Yf_normal.jpg,Proudly Representing Washington's 6th District in the House of Representatives,False,,https://t.co/Ibjc99DDTD,31286,449,7605,935,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Ibjc99DDTD', 'expanded_url': 'http://kilmer.house.gov/', 'display_url': 'kilmer.house.gov'}]",,,1456828401646555142,
RepAnnieKuster,1058717720,2013-01-03T20:29:22.000Z,Ann McLane Kuster,True,https://pbs.twimg.com/profile_images/1393312843508981761/izufJnTE_normal.jpg,Honored to serve the people of New Hampshire’s Second District in Congress.,False,NH's 2nd District,https://t.co/7soVfwR6dp,24999,2226,7780,910,"[{'start': 0, 'end': 23, 'url': 'https://t.co/7soVfwR6dp', 'expanded_url': 'http://kuster.house.gov/', 'display_url': 'kuster.house.gov'}]",,,,
SenDuckworth,1058520120,2013-01-03T18:59:33.000Z,Tammy Duckworth,True,https://pbs.twimg.com/profile_images/1420436702007644163/Ioaqdwi0_normal.jpg,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",False,,https://t.co/xpVoZZWkQx,776163,7408,10876,4115,"[{'start': 0, 'end': 23, 'url': 'https://t.co/xpVoZZWkQx', 'expanded_url': 'http://duckworth.senate.gov', 'display_url': 'duckworth.senate.gov'}]",,,1544772131346694144,
RepTomRice,1058345042,2013-01-03T17:35:05.000Z,Congressman Tom Rice,True,https://pbs.twimg.com/profile_images/3087214605/bd94115eb4cbc13f474eea2d678e6372_normal.jpeg,Former CPA and tax lawyer. Proudly representing South Carolina's 7th Congressional District. Find me on FB at https://t.co/1YXogZ4l3N.,False,,http://t.co/S6o0ATa6,25694,503,2847,777,"[{'start': 0, 'end': 20, 'url': 'http://t.co/S6o0ATa6', 'expanded_url': 'http://rice.house.gov', 'display_url': 'rice.house.gov'}]",,"[{'start': 110, 'end': 133, 'url': 'https://t.co/1YXogZ4l3N', 'expanded_url': 'http://www.facebook.com/reptomrice', 'display_url': 'facebook.com/reptomrice'}]",,
TXRandy14,1058051748,2013-01-03T15:30:06.000Z,Randy Weber,True,https://pbs.twimg.com/profile_images/616654502184263680/na4q3hZH_normal.jpg,Representative for the 14th Congressional District of Texas | Parler: @reprandyweber | Facebook: TXRandy14 🚀🌎⚡️🔬,False,"Friendswood, TX",https://t.co/8FFRq1l3TV,23117,763,4139,842,"[{'start': 0, 'end': 23, 'url': 'https://t.co/8FFRq1l3TV', 'expanded_url': 'http://weber.house.gov', 'display_url': 'weber.house.gov'}]",,,,"[{'start': 70, 'end': 84, 'username': 'reprandyweber'}]"
RepLowenthal,1055730738,2013-01-02T18:11:33.000Z,Rep. Alan Lowenthal,True,https://pbs.twimg.com/profile_images/523118825928015873/_KcBsyJZ_normal.jpeg,Proudly serving California's 47th Congressional District. http://t.co/pHmhAyCM6J,False,"Long Beach, CA",http://t.co/0MV3JJn9EM,38854,3135,8536,1052,"[{'start': 0, 'end': 22, 'url': 'http://t.co/0MV3JJn9EM', 'expanded_url': 'http://lowenthal.house.gov', 'display_url': 'lowenthal.house.gov'}]",,"[{'start': 58, 'end': 80, 'url': 'http://t.co/pHmhAyCM6J', 'expanded_url': 'http://www.facebook.com/RepLowenthal', 'display_url': 'facebook.com/RepLowenthal'}]",,
RepAnnWagner,1051446626,2013-01-01T00:01:45.000Z,Ann Wagner,True,https://pbs.twimg.com/profile_images/949026474769645568/gtC8XH4t_normal.jpg,Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri https://t.co/6TKCrqRcSw,False,"Ballwin, MO",https://t.co/tFjsHUzj16,28676,2362,4758,967,"[{'start': 0, 'end': 23, 'url': 'https://t.co/tFjsHUzj16', 'expanded_url': 'http://wagner.house.gov', 'display_url': 'wagner.house.gov'}]",,"[{'start': 120, 'end': 143, 'url': 'https://t.co/6TKCrqRcSw', 'expanded_url': 'http://wagner.house.gov/', 'display_url': 'wagner.house.gov'}]",,
RepGraceMeng,1051127714,2012-12-31T20:28:41.000Z,Grace Meng,True,https://pbs.twimg.com/profile_images/3257470174/64291ff1f090e3193c2764925000a1fa_normal.jpeg,"Representing NY's 6th Congressional District - Parts of West, Central and Northeast Queens.

For specific questions or concerns, please contact my office.",False,,http://t.co/P1ajY4Fn,50290,687,6919,1129,"[{'start': 0, 'end': 20, 'url': 'http://t.co/P1ajY4Fn', 'expanded_url': 'http://meng.house.gov', 'display_url': 'meng.house.gov'}]",,,,
SenKevinCramer,1048784496,2012-12-30T20:54:06.000Z,Sen. Kevin Cramer,True,https://pbs.twimg.com/profile_images/1090267977675460610/nQWIQ0ot_normal.jpg,Representing the great people of North Dakota in the United States Senate.,False,,https://t.co/M4l7PNHhUi,32402,610,8472,1143,"[{'start': 0, 'end': 23, 'url': 'https://t.co/M4l7PNHhUi', 'expanded_url': 'http://cramer.senate.gov', 'display_url': 'cramer.senate.gov'}]",,,1140781317392666625,
RepDanKildee,1045110018,2012-12-29T15:05:47.000Z,Rep. Dan Kildee,True,https://pbs.twimg.com/profile_images/1534207049684361220/OHv_ppJq_normal.jpg,"Honored to represent mid-Michigan in Congress. Born & raised in Flint. @HouseDemocrats Chief Deputy Whip. Proud husband, father & grandfather.",False,Michigan,https://t.co/jqCM3isCUp,53785,1481,9447,1216,"[{'start': 0, 'end': 23, 'url': 'https://t.co/jqCM3isCUp', 'expanded_url': 'http://www.dankildee.house.gov', 'display_url': 'dankildee.house.gov'}]",,,,"[{'start': 71, 'end': 86, 'username': 'HouseDemocrats'}]"
RepMarkTakano,1037321378,2012-12-26T14:58:17.000Z,Mark Takano,True,https://pbs.twimg.com/profile_images/978257751825682432/xuo-Enea_normal.jpg,"Proudly Representing California's 41st District. Chairman: @VetAffairsDems. Member: @EdLaborCmte, @USProgressives, @LGBTEqCaucus, and @CAPAC.",False,"Riverside, CA",https://t.co/deOAwy64tV,60300,603,6314,1421,"[{'start': 0, 'end': 23, 'url': 'https://t.co/deOAwy64tV', 'expanded_url': 'http://takano.house.gov', 'display_url': 'takano.house.gov'}]",,,1364650022931988485,"[{'start': 59, 'end': 74, 'username': 'VetAffairsDems'}, {'start': 84, 'end': 96, 'username': 'EdLaborCmte'}, {'start': 98, 'end': 113, 'username': 'USProgressives'}, {'start': 115, 'end': 128, 'username': 'LGBTEqCaucus'}, {'start': 134, 'end': 140, 'username': 'CAPAC'}]"
RepFitzgerald,1004891731,2012-12-11T21:01:37.000Z,Rep. Scott Fitzgerald,True,https://pbs.twimg.com/profile_images/1369069308714885121/ClZOcu0z_normal.jpg,"Official account for Congressman Scott Fitzgerald, proudly serving Wisconsin’s Fifth District. #WI05",False,"Juneau, Wisconsin",https://t.co/7rWSAAN9xM,10415,816,2831,318,"[{'start': 0, 'end': 23, 'url': 'https://t.co/7rWSAAN9xM', 'expanded_url': 'https://fitzgerald.house.gov/', 'display_url': 'fitzgerald.house.gov'}]","[{'start': 95, 'end': 100, 'tag': 'WI05'}]",,,
RepDelBene,995193054,2012-12-07T14:40:48.000Z,Rep. Suzan DelBene,True,https://pbs.twimg.com/profile_images/1278345256510029826/BxoWWWen_normal.jpg,"U.S. Congresswoman representing Washington's 1st Congressional District (#WA01) 

Chair of @NewDemCoalition | Vice Chair of @WaysMeansCmte",False,,https://t.co/wstWSQ3u9J,32005,1946,9513,1059,"[{'start': 0, 'end': 23, 'url': 'https://t.co/wstWSQ3u9J', 'expanded_url': 'http://delbene.house.gov/', 'display_url': 'delbene.house.gov'}]","[{'start': 73, 'end': 78, 'tag': 'WA01'}]",,1569412004095434755,"[{'start': 91, 'end': 107, 'username': 'NewDemCoalition'}, {'start': 124, 'end': 138, 'username': 'WaysMeansCmte'}]"
RodneyDavis,993153006,2012-12-06T14:20:04.000Z,US Rep Rodney Davis,True,https://pbs.twimg.com/profile_images/1565445236461035520/h9a6IsHn_normal.jpg,Proudly representing #IL13 and marginalized Nickelback fans everywhere. Leader of @HouseAdmnGOP and member of @TransportGOP and @HouseAgGOP.,False,"Taylorville, IL",https://t.co/gBzlQbKm2I,28634,1286,8868,952,"[{'start': 0, 'end': 23, 'url': 'https://t.co/gBzlQbKm2I', 'expanded_url': 'http://rodneydavis.house.gov', 'display_url': 'rodneydavis.house.gov'}]","[{'start': 21, 'end': 26, 'tag': 'IL13'}]",,,"[{'start': 82, 'end': 95, 'username': 'HouseAdmnGOP'}, {'start': 110, 'end': 123, 'username': 'TransportGOP'}, {'start': 128, 'end': 139, 'username': 'HouseAgGOP'}]"
RepDaveJoyce,976969338,2012-11-28T21:12:14.000Z,Dave Joyce,True,https://pbs.twimg.com/profile_images/471370204589469696/jzOCXHSW_normal.jpeg,"Father, husband, and former prosecutor proudly representing #OH14",False,"Washington, DC",http://t.co/w7lVGg29p2,23096,2646,6159,729,"[{'start': 0, 'end': 22, 'url': 'http://t.co/w7lVGg29p2', 'expanded_url': 'http://joyce.house.gov/', 'display_url': 'joyce.house.gov'}]","[{'start': 60, 'end': 65, 'tag': 'OH14'}]",,,
RepThomasMassie,975200486,2012-11-28T02:33:14.000Z,Thomas Massie,True,https://pbs.twimg.com/profile_images/1339685912872177664/EKpZGLli_normal.jpg,"U.S. Rep KY4, #LibertyVariant, co-Chair 2A Caucus, greenest member of congress, MIT 93 BS EE, MIT 96 Master of Science #sassywithmassie #politicalsciencedenier",False,Swamp,https://t.co/s548EIkr5L,453283,8052,15004,2948,"[{'start': 0, 'end': 23, 'url': 'https://t.co/s548EIkr5L', 'expanded_url': 'https://massie.house.gov/media/social.htm', 'display_url': 'massie.house.gov/media/social.h…'}]","[{'start': 14, 'end': 29, 'tag': 'LibertyVariant'}, {'start': 119, 'end': 135, 'tag': 'sassywithmassie'}, {'start': 136, 'end': 159, 'tag': 'politicalsciencedenier'}]",,1244255601171054594,
SenWarren,970207298,2012-11-25T15:14:27.000Z,Elizabeth Warren,True,https://pbs.twimg.com/profile_images/722044174799777792/bXaodRhx_normal.jpg,"U.S. Senator, Massachusetts. She/her/hers. Official Senate account.",False,,http://t.co/wsbNrrUt,7187114,515,10128,20174,"[{'start': 0, 'end': 20, 'url': 'http://t.co/wsbNrrUt', 'expanded_url': 'http://warren.senate.gov', 'display_url': 'warren.senate.gov'}]",,,,
SenTomCotton,968650362,2012-11-24T19:33:10.000Z,Tom Cotton,True,https://pbs.twimg.com/profile_images/568884049058357248/M-VeVL9u_normal.jpeg,U.S. Senator proudly serving the state of Arkansas.,False,,http://t.co/gR93LLUqRV,555959,363,11337,3664,"[{'start': 0, 'end': 22, 'url': 'http://t.co/gR93LLUqRV', 'expanded_url': 'http://cotton.senate.gov', 'display_url': 'cotton.senate.gov'}]",,,,
RepAndyHarrisMD,960962340,2012-11-20T18:31:27.000Z,"Rep. Andy Harris, MD",True,https://pbs.twimg.com/profile_images/1009527206614200321/Q56ZCqTt_normal.jpg,"Proud to serve MD-01; Member of @HouseAppropsGOP + @FreedomCaucus; Co-chair of House Pro-Life Caucus and @GOPDoctors; Physician, Navy Vet, Father and Husband",False,Maryland's First District,https://t.co/WPE9GwxF3Y,21967,751,3738,896,"[{'start': 0, 'end': 23, 'url': 'https://t.co/WPE9GwxF3Y', 'expanded_url': 'http://harris.house.gov', 'display_url': 'harris.house.gov'}]",,,1461769433588940807,"[{'start': 32, 'end': 48, 'username': 'HouseAppropsGOP'}, {'start': 51, 'end': 65, 'username': 'FreedomCaucus'}, {'start': 105, 'end': 116, 'username': 'GOPDoctors'}]"
